34.12571287,108.8311235,10:36:34
34.12556987,108.8312025,10:36:46
34.12550694,108.8310295,10:53:57
34.13149349,108.8295325,12:03:28
34.12982991,108.8284891,12:24:00
34.13040782,108.8284768,12:24:27
34.1299737,108.8267419,12:52:53
34.12996283,108.8268442,13:02:25
34.12985335,108.8267545,13:02:28
34.12979074,108.8266309,13:02:30
34.12977578,108.8265674,13:02:31
34.12975698,108.8265017,13:02:32
34.1297451,108.8264472,13:02:33
34.1297898,108.8265195,13:02:38
34.12981062,108.8265821,13:02:39
34.12990206,108.8266,13:02:41
34.1299903,108.8265682,13:02:42
34.13004439,108.8265792,13:02:53
34.12999723,108.8265452,13:03:27
34.12994348,108.8265583,13:03:31
34.12987311,108.8265967,13:03:33
34.12980212,108.8266709,13:03:35
34.12976236,108.8267108,13:03:36
34.12973018,108.8267515,13:03:37
34.12969623,108.8267955,13:03:39
34.12966686,108.8268398,13:03:41
34.12961212,108.8268546,13:03:44
34.12958295,108.8268089,13:03:49
34.12963282,108.8268014,13:03:53
34.1296723,108.826835,13:03:56
34.12971846,108.8268439,13:04:01
34.12977257,108.8268454,13:04:16
34.12974259,108.8267832,13:04:24
34.12969121,108.8267328,13:04:26
34.12975731,108.8267559,13:04:34
34.12981334,108.8267735,13:04:37
34.12986474,108.8267773,13:04:53
34.12992914,108.8267932,13:04:55
34.13003937,108.8267995,13:04:57
34.13008494,108.826803,13:04:59
34.13004736,108.8268399,13:05:02
34.13007119,108.8268923,13:05:05
34.13010348,108.8269427,13:05:08
34.13013253,108.8268882,13:05:14
34.13011288,108.8268305,13:05:17
34.130057,108.8268188,13:05:44
34.12996107,108.8267486,13:06:13
34.12995368,108.8266854,13:06:39
34.12991106,108.8266015,13:06:41
34.12986105,108.8266243,13:06:43
34.12986566,108.826545,13:06:50
34.12986806,108.826538,13:06:53
34.12998374,108.826766,13:11:42
34.12997192,108.8267526,14:46:40
34.12949619,108.8264155,16:43:44
34.12997773,108.82676,16:43:11
34.12996292,108.8267376,17:26:21
34.12884051,108.8322296,17:50:03
34.12911795,108.8322166,18:03:28
34.12909759,108.8323204,18:03:30
34.12908521,108.8322222,18:03:34
34.12916542,108.8322114,18:03:36
34.12921859,108.8322009,18:03:38
34.12921618,108.8317164,18:05:03
34.12949461,108.831358,18:05:07
34.12931319,108.8318283,18:05:08
34.12936386,108.8319076,18:05:09
34.12932662,108.83221,18:05:11
34.12933371,108.8319192,18:05:12
34.12921618,108.8317164,18:05:03
34.1293898,108.8315381,18:23:52
34.12995477,108.826781,20:27:34
